,CategoryName,ServiceName,FacilityName,BuildingNumber,Address,Address2,Borough,Latitude,ZipCode,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Website,CategoriesServicesID,FacilityID
215,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,800 10th Avenue,,Manhattan,40.7669437,10019,-73.9898253,(212) 258-2904,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723424
216,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1396 2nd Avenue,,Manhattan,40.7690179,10021,-73.9579526,(212) 249-5062,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723425
217,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1 Columbus Place,,Manhattan,40.7691679,10019,-73.9858571,(212) 245-0611,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723426
218,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1569 1st Avenue,,Manhattan,40.774251,10028,-73.951711,(212) 249-5180,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723427
219,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,31-01 Ditmars Boulevard,,Queens,40.7760652,11105,-73.9103317,(718) 545-0128,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723428
220,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,200 West End Avenue,,Manhattan,40.7779612,10023,-73.9854593,(212) 496-4198,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723429
221,Drug and Alcohol Services,Naloxone in Pharmacies,Castle Topp Pharmacy,,1370A Castle Hill Avenue,,Bronx,40.8353682,10462,-73.8518193,(718) 684-6825,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723286
222,Drug and Alcohol Services,Naloxone in Pharmacies,Cedra Pharmacy,,3027 3 Avenue,,Bronx,40.819739,10455,-73.913383,(917) 473-7788,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723287
223,Drug and Alcohol Services,Naloxone in Pharmacies,Cedra Pharmacy - 2nd Avenue,,1207 2nd Avenue,,Manhattan,40.7634222,11541,-73.9625777,(212) 758-9614,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723288
224,Drug and Alcohol Services,Naloxone in Pharmacies,Cedra Pharmacy 724,,724 Elton Avenue,,Bronx,40.8198099,10455,-73.913926,(917) 473-6030,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cedraspecialty.com"">Visit this organization's website</a>",2,239723289
225,Drug and Alcohol Services,Naloxone in Pharmacies,Central Avenue Pharmacy,,334b Central Avenue,,Brooklyn,40.695289,11221,-73.920263,(718) 942-5855,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723290
226,Drug and Alcohol Services,Naloxone in Pharmacies,Central Pharmacy,,1338 Central Avenue,,Queens,40.606669,11691,-73.750184,(718) 327-2293,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723291
227,Drug and Alcohol Services,Naloxone in Pharmacies,Central Pharmacy of Brooklyn,,252 Brighton Beach Avenue,,Brooklyn,40.5765887,11235,-73.9653788,(718) 646-2222,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723292
228,Drug and Alcohol Services,Naloxone in Pharmacies,Century Pharmacy - Madison,,225 Madison Street,,Manhattan,40.71293,10002,-73.988661,(212)227-5227,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723293
229,Drug and Alcohol Services,Naloxone in Pharmacies,Charmar Pharmacy,,781 Lydig Avenue,,Bronx,40.854446,10462,-73.864505,(718) 822-1348,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723294
230,Drug and Alcohol Services,Naloxone in Pharmacies,Chase Pharmacy,,3632 White Plains Road,,Bronx,40.8799803,10467,-73.8644992,(347) 449-6513,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723295
231,Drug and Alcohol Services,Naloxone in Pharmacies,Chelsea Apothecary,,265 8th Avenue,,Manhattan,40.7456969,10011,-73.9985103,(212) 929-0800,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.thechelseaapothecary.com"">Visit this organization's website</a>",2,239723296
232,Drug and Alcohol Services,Naloxone in Pharmacies,Chelsea Royal Care Pharmacy,,154 9 Avenue,,Manhattan,40.7442164,10011,-74.0026946,(212) 255-8000,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723297
233,Drug and Alcohol Services,Naloxone in Pharmacies,Cibao Pharmacy,,1303 St Nicholas Avenue,,Manhattan,40.84559,10033,-73.936471,(212) 543-1900,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723298
234,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1241 Lexington Avenue,,Manhattan,40.7782641,10028,-73.9562337,(212) 535-3438,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723430
235,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,20-21 Francis Lewis Boulevard,,Queens,40.7798804,11357,-73.8017989,(718) 225-2509,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723431
236,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1294 Lexington Avenue,,Manhattan,40.780512,10128,-73.9552235,(212) 996-3000,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723432
237,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1622 3rd Avenue,,Manhattan,40.7822658,10128,-73.9518254,(212) 876-7212,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723433
238,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,2182 Broadway,,Manhattan,40.7824783,10024,-73.9805353,(212) 799-0102,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723434
239,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,135-05 20th Avenue,,Queens,40.7833588,11356,-73.8334726,(718) 661-2303,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723435
240,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,132-22 14th Avenue,,Queens,40.7857528,11356,-73.8357264,(718) 747-1825,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723436
241,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1500 Lexington Avenue,,Manhattan,40.7863446,10029,-73.9509447,(212) 289-3846,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723437
242,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,540 Amsterdam Avenue,,Manhattan,40.7880102,10024,-73.9751288,(212) 712-2820,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723438
243,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,2495 Broadway,,Manhattan,40.7927269,10025,-73.9737163,(212) 787-2194,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723439
244,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,743 Amsterdam Avenue,,Manhattan,40.7941719,10025,-73.9699172,(212) 280-0582,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723440
245,Drug and Alcohol Services,Naloxone in Pharmacies,City Drugs Pharmacy,,422 Church Avenue,,Brooklyn,40.644111,11218,-73.9763,(718) 686-2727,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723299
246,Drug and Alcohol Services,Naloxone in Pharmacies,City Line Pharmacy,,4704 White Plains Road,,Bronx,40.9036644,10470,-73.8497905,(718) 324-0555,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723300
247,Drug and Alcohol Services,Naloxone in Pharmacies,City Rx Inc,,95-25 Queens Boulevard,,Queens,40.730605,11374,-73.863635,(718) 459-4880,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723301
248,Drug and Alcohol Services,Naloxone in Pharmacies,Cityline Pharmacy,,511 Cortelyou Road,,Brooklyn,40.638409,11218,-73.974321,(718) 940-0316,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723302
249,Drug and Alcohol Services,Naloxone in Pharmacies,Classic Pharmacy,,1284 Clove Road,,Staten Island,40.615664,10301,-74.102946,(718) 727-0022,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723303
250,Drug and Alcohol Services,Naloxone in Pharmacies,Colombo's Pharmacy,,75-51 Metropolitan Avenue,,Queens,40.713271399999996,11379,-73.8757058,(718) 418-9700,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723304
251,Drug and Alcohol Services,Naloxone in Pharmacies,Community Care Pharmacy,,2913 Surf Avenue,,Brooklyn,40.572866,11224,-73.99509,(718) 372-5300,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723305
252,Drug and Alcohol Services,Naloxone in Pharmacies,Community Chemists,,394 Avenue P,,Brooklyn,40.6086778,11223,-73.9727411,(718) 339-8118,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723306
253,Drug and Alcohol Services,Naloxone in Pharmacies,Community Pharmacy,,114-34 Sutphin Boulevard,,Queens,40.6853328,11434,-73.7934871,(718) 925-9259,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723307
254,Drug and Alcohol Services,Naloxone in Pharmacies,Concordia Pharmacy,,898 East Tremont Avenue,,Bronx,40.8418489,10460,-73.8842702,(718) 328-2833,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723308
255,Drug and Alcohol Services,Naloxone in Pharmacies,Concourse Pharmacy,,767 Concourse Village West,,Bronx,40.823819,10451,-73.922967,(718) 665-0026,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723309
256,Drug and Alcohol Services,Naloxone in Pharmacies,Congress Pharmacy,,542 Southern Boulevard,,Bronx,40.81228,10455,-73.903603,(718) 665-6771,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723310
257,Drug and Alcohol Services,Naloxone in Pharmacies,Co-Op City Pharmacy,,161 Einstein Loop South,,Bronx,40.864003,10475,-73.822432,(718) 708-8071,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723311
258,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,250 Page Avenue,,Staten Island,40.5171936,10307,-74.2353776,(718) 966-6606,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723312
259,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,250 Page Avenue,,Staten Island,40.5171936,10307,-74.2353776,(718) 966-6606,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723313
260,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,130 Lenox Avenue,,Manhattan,40.8022699,10026,-73.9491347,(212) 348-0611,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723441
261,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,115 W. 125th Street,,Manhattan,40.808139,10027,-73.9457933,(212) 864-5431,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723442
262,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,282 East 149th Street,,Bronx,40.8169203,10451,-73.9222502,(718) 665-5600,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723443
263,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,700 Exterior Street,,Bronx,40.8239106,10451,-73.92992,(718) 401-5652,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723444
264,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,815 Hutchinson River Parkway,,Bronx,40.824371,10465,-73.8368981,(718) 536-2690,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723445
265,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,3775 East Tremont Avenue,,Bronx,40.8255689,10465,-73.8205401,(718) 597-3605,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723446
266,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1688 Westchester Avenue,,Bronx,40.8301912,10472,-73.8710802,(718) 842-2217,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723447
267,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,50 East 167th Street,,Bronx,40.8353227,10452,-73.9207592,(718) 588-6898,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723448
268,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,1916 Williamsbridge Road,,Bronx,40.8529468,10461,-73.8529791,(718) 239-7569,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723449
269,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,2112 White Plains Road,,Bronx,40.8538437,10462,-73.8673131,(718) 597-3000,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723450
270,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,130 Dyckman Street,,Manhattan,40.8624868,10040,-73.9256165,(212) 304-4732,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723451
271,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,732 Allerton Avenue,,Bronx,40.8653194,10467,-73.8661101,(718) 654-4388,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723452
272,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,40 West 225th Street,,Bronx,40.8734127,10463,-73.9077537,(718) 733-6927,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723453
273,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,3125 Bainbridge Avenue,,Bronx,40.8743967,10467,-73.8796248,(718) 696-1958,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723454
274,Drug and Alcohol Services,Naloxone in Pharmacies,CVS Pharmacy,,565 West 235th Street,,Bronx,40.8860579,10463,-73.9105843,(718) 543-2007,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.cvs.com/"">Visit this organization's website</a>",2,239723455
275,Drug and Alcohol Services,Naloxone in Pharmacies,Cypress Care Pharmacy Inc,,1159 Blake Avenue,,Brooklyn,40.671039,11208,-73.874593,(718) 277-3300,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723456
276,Drug and Alcohol Services,Naloxone in Pharmacies,Dahill Pharmacy,,73 Church Avenue,,Brooklyn,40.642297,11218,-73.980654,(718) 484-8300,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723457
277,Drug and Alcohol Services,Naloxone in Pharmacies,Danish Pharmacy,,443 Dekalb Avenue,,Brooklyn,40.690419,11205,-73.959743,(718) 622-0868,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723458
278,Drug and Alcohol Services,Naloxone in Pharmacies,Danny's Pharmacy,,1632 Bruckner Boulevard,,Bronx,40.8228768,10473,-73.8735346,(718) 328-6777,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723459
279,Drug and Alcohol Services,Naloxone in Pharmacies,Danny's Pharmacy II,,110 West End Avenue,,Manhattan,40.7748695,10023,-73.9877319,(212) 365-0366,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.dannyspharmacy2.com"">Visit this organization's website</a>",2,239723460
280,Drug and Alcohol Services,Naloxone in Pharmacies,David's Pharmacy,,1408 Avenue J,,Brooklyn,40.625094,11230,-73.962124,(718) 677-8500,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723461
281,Drug and Alcohol Services,Naloxone in Pharmacies,Dawn Pharmacy,,1288 Central Avenue,,Queens,40.607684,11691,-73.748942,(718) 327-1700,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723462
282,Drug and Alcohol Services,Naloxone in Pharmacies,DeFranco Pharmacy,,1790 Randall Avenue,,Bronx,40.816952,10473,-73.863324,(718) 893-2400,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723463
283,Drug and Alcohol Services,Naloxone in Pharmacies,Dekalb Drugs,,173 Marcus Garvey Boulevard,,Brooklyn,40.692381,11221,-73.939898,(718) 249-0670,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723464
284,Drug and Alcohol Services,Naloxone in Pharmacies,Delco Drugs,,3833 Richmond Avenue,,Staten Island,40.544795,10312,-74.1653143,(718) 984-6600,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723465
285,Drug and Alcohol Services,Naloxone in Pharmacies,Deshbangla Pharmacy,,481 Mc Donald Avenue,,Brooklyn,40.642286,11218,-73.979331,(718) 975-7771,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723466
286,Drug and Alcohol Services,Naloxone in Pharmacies,Dichter Pharmacy,,4953 Broadway,,Manhattan,40.8679,10034,-73.920523,(212) 569-1230,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723467
287,Drug and Alcohol Services,Naloxone in Pharmacies,Divino Pharmacy,,30 East Kingsbridge Road,,Bronx,40.867151,10468,-73.896614,(718) 933-0278,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723468
288,Drug and Alcohol Services,Naloxone in Pharmacies,Doc's Pharmacy,,559 Kings Highway,,Brooklyn,40.604655,11223,-73.968643,(718) 627-1145,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723469
289,Drug and Alcohol Services,Naloxone in Pharmacies,Dolinsky Pharmacy,,1678 Bath Avenue,,Brooklyn,40.605425,11214,-74.00873,(718) 256-8423,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723470
290,Drug and Alcohol Services,Naloxone in Pharmacies,Dongan Hills Pharmacy,,1560 Richmond Road,,Staten Island,40.591951,10304,-74.100943,(718) 667-7733,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723471
291,Drug and Alcohol Services,Naloxone in Pharmacies,Downtown Pharmacy Incorporated,,165 William Street,,Manhattan,40.7102733,10038,-74.0059877,(212) 233-0333,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723472
292,Drug and Alcohol Services,Naloxone in Pharmacies,Drug Depot,,619 East 169th Street,,Bronx,40.8318184,10456,-73.9016081,(718) 620-9000,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723473
293,Drug and Alcohol Services,Naloxone in Pharmacies,Drug Mart,,1631 York Avenue,,Manhattan,40.7758738,10028,-73.9474004,(212) 737-8800,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723474
294,Drug and Alcohol Services,Naloxone in Pharmacies,Drug Mart Pharmacy,,4914 New Utrecht Avenue,,Brooklyn,40.636408,11219,-73.994768,(718) 633-4900,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723475
295,Drug and Alcohol Services,Naloxone in Pharmacies,Drug Rite Pharmacy,,3432 Jerome Avenue,,Bronx,40.8812559,10467,-73.8824958,(718) 231-1600,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723476
296,Drug and Alcohol Services,Naloxone in Pharmacies,Drug Shoppe LLC,,2074 Frederick Douglass Boulevard,,Manhattan,40.801968,10026,-73.9568077,(212) 222-3652,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723477
297,Drug and Alcohol Services,Naloxone in Pharmacies,Drugland Pharmacy,,5806 Ft Hamilton Parkway,,Brooklyn,40.633974,11219,-74.004251,(718) 972-1056,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723478
298,Drug and Alcohol Services,Naloxone in Pharmacies,Drugs Care Pharmacy,,1001 Church Avenue,,Brooklyn,40.6467652,11218,-73.9702068,(718) 856-2976,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723479
299,Drug and Alcohol Services,Naloxone in Pharmacies,Drugs R Us Pharmacy,,1963 Grand Concourse,,Bronx,40.8511017,10453,-73.9052563,(718) 299-4400,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,,2,239723480
300,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,3155 Amboy Road,,Staten Island,40.564389,10306,-74.131879,(718) 351-7746,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/findcare/vaccination/covid/19/landing"">Visit this organization's website</a>",2,239723481
301,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,105 Brighton Beach Avenue,,Brooklyn,40.576315,11235,-73.967998,(718) 449-9188,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/findcare/vaccination/covid/19/landing"">Visit this organization's website</a>",2,239723482
302,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,116-02 Beach Channel Drive,,Queens,40.581767,11694,-73.838476,(718) 945-7781,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/findcare/vaccination/covid/19/landing"">Visit this organization's website</a>",2,239723483
303,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,436 86th Street,,Brooklyn,40.622072,11209,-74.0276193,(718) 833-7758,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/topic/duane-reade/duane-reade.jsp"">Visit this organization's website</a>",2,239723484
304,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,2265 Ralph Avenue,,Brooklyn,40.6223813,11234,-73.916647,(718) 241-3700,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/findcare/vaccination/covid/19/landing"">Visit this organization's website</a>",2,239723485
305,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,4721 16th Avenue,,Brooklyn,40.6315823,11204,-73.9844952,(718) 438-1800,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/findcare/vaccination/covid/19/landing"">Visit this organization's website</a>",2,239723486
306,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,1517 Cortelyou Road,,Brooklyn,40.6417813,11226,-73.9638562,(718) 287-9078,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/topic/duane-reade/duane-reade.jsp"">Visit this organization's website</a>",2,239723487
307,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,5008 5th Avenue,,Brooklyn,40.6449572,11220,-74.0107502,(718) 439-0614,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/findcare/vaccination/covid/19/landing"">Visit this organization's website</a>",2,239723488
308,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,724 Flatbush Avenue,,Brooklyn,40.6554125,11226,-73.9600679,(718) 284-4221,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/topic/duane-reade/duane-reade.jsp"">Visit this organization's website</a>",2,239723489
309,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,296 Flatbush Avenue,,Brooklyn,40.678214,11217,-73.97322,(718) 399-2716,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/findcare/vaccination/covid/19/landing"">Visit this organization's website</a>",2,239723490
310,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,386 Fulton Street,,Brooklyn,40.6912065,11201,-73.9872536,(718) 330-0363,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/topic/duane-reade/duane-reade.jsp"">Visit this organization's website</a>",2,239723491
311,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,84-32 Jamaica Avenue,,Queens,40.692478,11421,-73.859386,(718) 277-5814,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/topic/duane-reade/duane-reade.jsp"">Visit this organization's website</a>",2,239723492
312,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,16 Court Street,,Brooklyn,40.693445,11241,-73.990577,(718) 855-3980,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/topic/duane-reade/duane-reade.jsp"">Visit this organization's website</a>",2,239723493
313,Drug and Alcohol Services,Naloxone in Pharmacies,Duane Reade Pharmacy,,756 Myrtle Avenue,,Brooklyn,40.695021,11206,-73.952276,(718) 237-4526,,/Date(-2208970800000)/,/Date(-2208970800000)/,,,,,,,,"<a href=""https://www.walgreens.com/topic/duane-reade/duane-reade.jsp"">Visit this organization's website</a>",2,239723494
